DEPARTMENT,NAME,JOB TITLE
BOARD/COMMISSION MEMBER,"SHOENBERGER, ORZAE CAROLINE",
BOARD/COMMISSION MEMBER,"SHOWERS, LESLEY",
BOARD/COMMISSION MEMBER,"SIEDLECKI, JONATHAN",
BOARD/COMMISSION MEMBER,"SIERRA, RODRIGO",
BOARD/COMMISSION MEMBER,"SIH, DANIEL",
BOARD/COMMISSION MEMBER,"SILVERMAN, REBECCA",
BOARD/COMMISSION MEMBER,"SILVER, WARREN E",
BOARD/COMMISSION MEMBER,"SIMKUS, JEANNINE",
BOARD/COMMISSION MEMBER,"SIMMERLING, JOHN J",
MAYOR'S OFFICE,"SIMMONS,  MICHAEL J",ASST ADMINISTRATIVE SECRETARY III
BOARD/COMMISSION MEMBER,"SIMMONS, THOMAS EDWARD",
BOARD/COMMISSION MEMBER,"SIMMONS V, WILLIAM D C",
AVIATION,"SIMOS,  COSTAS",DEPUTY COMMISSIONER
COMMUNITY DEVELOPMENT,"SIMPKINS,  ANTHONY E",DEPUTY COMMISSIONER
MAYOR'S OFFICE,"SIMPSON,  ERIC",ASST ADMINISTRATIVE SECRETARY II
BOARD/COMMISSION MEMBER,"SIMPSON, JOHN H",
AVIATION,"SISCO,  JOHN F",MANAGING DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"SIWEK, MARCIN",
POLICE,"SKAHILL,  TINA M",CHIEF
FAMILY & SUPPORT,"SKORA,  DAVID M",SPECIAL ASST
BOARD/COMMISSION MEMBER,"SKOSEY, PETE",
STREETS & SAN,"SLYWCZUK,  NICHOLAS",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"SMALL, LYNN A.",
AVIATION,"SMITH,  GRAFE R",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"SMITH, GREGORY B",
BOARD/COMMISSION MEMBER,"SMITH, HORACE E",
BOARD/COMMISSION MEMBER,"SMITH, JENNIFER",
BOARD/COMMISSION MEMBER,"SMITH JR., C ALLEN",
STREETS & SAN,"SMITH,  KYLE F",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"SMITH, MARY ANN",
STREETS & SAN,"SMITH,  MATTHEW D",DIR OF PUBLIC AFFAIRS
POLICE,"SMITH,  MICHAEL P",COMMANDER
BOARD/COMMISSION MEMBER,"SMITH, NICHOLAS K",
BOARD/COMMISSION MEMBER,"SMITH, ROBERT B",
BOARD/COMMISSION MEMBER,"SMITH, ROBERT J",
BOARD/COMMISSION MEMBER,"SMITH, STANLEY",
BOARD/COMMISSION MEMBER,"SNORDEN, PHILLIP D",
MAYOR'S OFFICE,"SOBLE,  ALEXANDER R",ADMINISTRATIVE ASST
BOARD/COMMISSION MEMBER,SOLEIL DE B,
BOARD/COMMISSION MEMBER,"SOLOMON, ALEM",
LAW,"SOLOMON,  BENNA R",DEPUTY CORPORATION COUNSEL
STREETS & SAN,"SORFLEET,  STEVEN J",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"SOTELO, LUCINO",
BOARD/COMMISSION MEMBER,"SPIEGEL, STEPHANIE C",
MAYOR'S OFFICE,"SPIELFOGEL,  DAVID S",ASST ADMINISTRATIVE SECRETARY III
BOARD/COMMISSION MEMBER,"SPIEWAK, BRUNO J.",
MAYOR'S OFFICE,"SPINELLI,  ANDREW",ADMINISTRATIVE ASST
FIRE,"SPRINGER,  JEFFREY T",CHIEF
POLICE,"STANLEY,  ADRIENNE L",COMMANDER
POLICE,"STAPLES,  MELISSA A",COMMANDER
BUSINESS AFFAIRS,"STEADMAN,  GREGORY J",EXECUTIVE ASST
BUSINESS AFFAIRS,"STEIN,  EFRAT",DIR OF PUBLIC INFORMATION
BOARD/COMMISSION MEMBER,"STEWART, CHARLES T",
FIRE,"STEWART III,  CHARLES",FIRST DEPUTY FIRE COMMISSIONER
BOARD/COMMISSION MEMBER,"STONE, DAVID",
MAYOR'S OFFICE,"STORCH,  JUSTIN",OFFICE MANAGER WASHINGTON D.C.
BOARD/COMMISSION MEMBER,"STRAMA, ERICA HYDE",
BOARD/COMMISSION MEMBER,"STRATTON, JULIANA",
DISABILITIES,"STRATTON,  MELISSA H",DIR OF PUBLIC INFORMATION
COMMUNITY DEVELOPMENT,"STRAZZABOSCO,  PETER L",PUBLIC RELATIONS COORD
HUMAN RESOURCES,"STRISKO,  REBECCA L",DEPUTY COMMISSIONER
FINANCE,"STUTZ,  HOLLY N",DEPUTY COMPTROLLER
ALDERMAN,"SUAREZ, REGNER",
STREETS & SAN,"SUERTH,  CONRAD H",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"SULLIVAN, KARL",
COMMUNITY DEVELOPMENT,"SULLIVAN,  MOLLY",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"SUPANICH, DAVID RICHARD",
BOARD/COMMISSION MEMBER,"SUTTER, ARLOA",
MAYOR'S OFFICE,"SWANSON,  ELIZABETH F",DEPUTY CHIEF OF STAFF
BOARD/COMMISSION MEMBER,"SWAN, TAWNYA N",
BOARD/COMMISSION MEMBER,"SWEENEY, DAVIS RHODA",
BOARD/COMMISSION MEMBER,"SZARKOWSKI, LINDA",
BOARD/COMMISSION MEMBER,"TADROS, MOSA P",
DISABILITIES,"TAMLEY,  KAREN M",COMMISSIONER ON DISABILITIES
BOARD/COMMISSION MEMBER,"TANAKA, TADASHI",
BOARD/COMMISSION MEMBER,"TANIOS, DIANE C",
BOARD/COMMISSION MEMBER,"TARPEY, PATRICK",
BOARD/COMMISSION MEMBER,"TARVER II, CURTIS J",
BOARD/COMMISSION MEMBER,"TAYLOR II, STUART A",
DISABILITIES,"TAYLOR,  KIMBERLY A",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"TEIRELLAUN, KAREN",
BOARD/COMMISSION MEMBER,"TESTA, PETER",
BOARD/COMMISSION MEMBER,"THAMES, CORY L",
BOARD/COMMISSION MEMBER,"THANOUKOS, BILL",
BOARD/COMMISSION MEMBER,"THEOHARIS, ALEXANDER",
LAW,"THOMAS,  ANGELA C",DEPUTY CORPORATION COUNSEL
BOARD/COMMISSION MEMBER,"THOMAS, CARRIE",
OEMC,"THOMAS,  CLARENCE L",DEPUTY DIR
STREETS & SAN,"THOMAS,  FRANK N",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"THOMAS, JACQUELINE",
BOARD/COMMISSION MEMBER,"THOMAS, JOANNA MINER",
CITY COUNCIL,"THOMAS, LATASHA R",ALDERMAN
DoIT,"THOMAS,  SUNIL",DEPUTY CHIEF INFORMATION OFFICER
POLICE,"THOMPSON,  BRIAN L",COMMANDER
BOARD/COMMISSION MEMBER,"THOMPSON, PAUL W",
BOARD/COMMISSION MEMBER,"THORNTON, MICHAEL PATRICK",
STREETS & SAN,"THURMAN,  NINA M",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"TOALSON, PETER CRAIG",
POLICE,"TOBIAS,  MATTHEW E",DEPUTY CHIEF
BOARD/COMMISSION MEMBER,"TOBIASON, STEVEN",
BOARD/COMMISSION MEMBER,"TODD WHITTLEY, DAVID",
BOARD/COMMISSION MEMBER,"TOFOVIC, PETER",
BOARD/COMMISSION MEMBER,"TOIA, SALVATORE",
BOARD/COMMISSION MEMBER,"TOIA, SAM",
BOARD/COMMISSION MEMBER,"TOLLIVER, RICHARD L",
MAYOR'S OFFICE,"TOLVA,  JOHN N",ASST TO THE MAYOR
BOARD/COMMISSION MEMBER,"TOM, DARRYL",
BOARD/COMMISSION MEMBER,"TOPOREK, MORRIS",
TRANSPORTN,"TORRES,  JAVIER",SPECIAL ASST
BOARD/COMMISSION MEMBER,"TORRES, MIGUEL B",
STREETS & SAN,"TORRES,  ROMAN E",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"TOUMPLIS, JOHN",
BOARD/COMMISSION MEMBER,"TRAINOR, DONNA",
BOARD/COMMISSION MEMBER,"TRANELL, JOHN",
ANIMAL CONTRL,"TRAVIS,  CHERIE",EXECUTIVE DIR OF ANIMAL CARE AND CONTROL
BOARD/COMMISSION MEMBER,"TRAVIS, YOLANDA",
TRANSPORTN,"TREAT,  RACHAEL L",MANAGING DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"TREVINO, DANIEL",
BOARD/COMMISSION MEMBER,"TULLMAN, HOWARD",
STREETS & SAN,"TULLY JR,  JOHN F",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"TUN, WALTER",
BOARD/COMMISSION MEMBER,"TUOHY, TERESA N",
BOARD/COMMISSION MEMBER,"TUTEN, KATHRYN",
BOARD/COMMISSION MEMBER,"TYLER, GAIL L",
BOARD/COMMISSION MEMBER,"VALAVANIS, PANAGIORIS",
MAYOR'S OFFICE,"VALENCIA,  ANDREA M",ADMINISTRATIVE ASST
BOARD/COMMISSION MEMBER,"VALENTI, CHRISTOPHER",
BOARD/COMMISSION MEMBER,"VALENTI, MICHAEL",
BOARD/COMMISSION MEMBER,"VALENTINE, LISE",
BOARD/COMMISSION MEMBER,"VALENZUELA, CLAUDIA",
BOARD/COMMISSION MEMBER,"VALIVANIS, STELIOS",
FIRE,"VAN BUSKIRK,  ANTHONY J",DEPUTY DISTRICT CHIEF
BOARD/COMMISSION MEMBER,VAN DAM MICHAEL J,
FIRE,"VAN DORPE,  PETER",CHIEF
OEMC,"VAN NESS,  ASHELEY",DEPUTY DIR
BOARD/COMMISSION MEMBER,"VARGAS, NICHOL",
BOARD/COMMISSION MEMBER,"VARGAS, TITO H",
DoIT,"VARI,  THOMAS A",DEPUTY CHIEF INFORMATION OFFICER
FIRE,"VASQUEZ,  ANTHONY P",DEPUTY FIRE COMMISSIONER
BOARD/COMMISSION MEMBER,"VASSAR, JACQUELINE",
CULTURAL AFFAIRS,"VAUGHAN,  KAREN R",DIR OF PUBLIC AFFAIRS
BOARD/COMMISSION MEMBER,"VAUGHAN, KEVIN P",
BOARD/COMMISSION MEMBER,"VAZQUEZ, VICTOR",
POLICE,"VELEZ,  CARLOS E",COMMANDER
FIRE,"VELEZ,  ELLIOTT A",ASST DEPUTY CHIEF PARAMEDIC
BOARD/COMMISSION MEMBER,"VETA CALDWELL, CHARLES",
GENERAL SERVICES,"VIEYRA,  JOEL",ASST COMMISSIONER
BOARD/COMMISSION MEMBER,"VILLANOVA, THOMAS",
BOARD/COMMISSION MEMBER,"VILLARREAL, M P",
BOARD/COMMISSION MEMBER,"VILLARREAL, PASCUAL",
BOARD/COMMISSION MEMBER,"VILLEGAS, MARK",
BUSINESS AFFAIRS,"VITEK,  KATHLEEN A",INFORMATION COORD
BOARD/COMMISSION MEMBER,"VLAGOS, GEORGE",
STREETS & SAN,"VON MOSER,  GREGORY J",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"VOSHEL, ANNE B",
BOARD/COMMISSION MEMBER,"VRANAS, JOHN P",
BOARD/COMMISSION MEMBER,"VUONG, PHONG",
STREETS & SAN,"WAGNER,  CHARLES G",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"WAHLS, LAWRENCE T",
FIRE,"WALKER,  ANNASTASIA M",CHIEF ADMINISTRATIVE OFFICER
MAYOR'S OFFICE,"WALKER, ASHLEY",
BOARD/COMMISSION MEMBER,"WALKER, FREDERICK EUCLID",
BOARD/COMMISSION MEMBER,"WALKER, IVY",
BOARD/COMMISSION MEMBER,"WALKER, LEE MONDE",
BOARD/COMMISSION MEMBER,"WALLACE, MARK J",
POLICE,"WALLER,  FRED L",COMMANDER
BOARD/COMMISSION MEMBER,"WALLERL, DERRICK D",
POLICE,"WALSH,  PATRICIA A",COMMANDER
BOARD/COMMISSION MEMBER,"WALTERS, CHARLOTTE A",
BOARD/COMMISSION MEMBER,"WALTERS TREZZO, CHARLOTTE A",
BOARD/COMMISSION MEMBER,"WARD, ROXANNE",
BOARD/COMMISSION MEMBER,"WARE, SARAH",
BOARD/COMMISSION MEMBER,"WARREN, WILLIAM",
FIRE,"WARRICK,  JODI",ASST DEPUTY CHIEF PARAMEDIC
BOARD/COMMISSION MEMBER,"WASHER, MARC",
BOARD/COMMISSION MEMBER,"WASHINGTON, ELI",
POLICE,"WASHINGTON,  ERIC T",COMMANDER
BOARD/COMMISSION MEMBER,"WASHINGTON, FRANCINE",
BOARD/COMMISSION MEMBER,"WASIELEWSKI, LYNETTE",
BOARD/COMMISSION MEMBER,"WATERS, CYNTHIA",
BOARD/COMMISSION MEMBER,"WATRAL, BOHDAN",
BOARD/COMMISSION MEMBER,"WAY KITZES, HEATHER E",
BOARD/COMMISSION MEMBER,"WEAVER, KINGSLEY N",
FINANCE,"WEBSTER,  IAN M",DEPUTY COMPTROLLER
BOARD/COMMISSION MEMBER,"WECHSLER, JEREMY",
BOARD/COMMISSION MEMBER,"WEDREN, HOWARD",
IPRA,"WEEDEN,  WILLIAM C",DEPUTY CHIEF ADMINISTRATOR
MAYOR'S OFFICE,"WEISSER,  CAROLINE E",ASST PRESS SECRETARY
POLICE,"WELCH III,  EDDIE L",DEPUTY CHIEF
FAMILY & SUPPORT,"WELCH,  JENNIFER",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"WELCH, KATHRYN",
FAMILY & SUPPORT,"WELLS,  DAVID L",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"WELLS, SALLY R",
BOARD/COMMISSION MEMBER,"WHEAT, CHRIS",
BOARD/COMMISSION MEMBER,"WHIPPLE, GREGORY B",
BOARD/COMMISSION MEMBER,"WHITE, BETH",
BUILDINGS,"WHITE,  BRIAN J",PROJECTS ADMINISTRATOR
BOARD/COMMISSION MEMBER,"WHITE, ROBERT DESMOND",
STREETS & SAN,"WHITESIDE JR,  MALCOLM",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"WHITESIDE, MAE C",
POLICE,"WICK,  MICHAEL A",COMMANDER
BOARD/COMMISSION MEMBER,"WILLIAM HARRIS, DALE",
BOARD/COMMISSION MEMBER,"WILLIAMS, D",
POLICE,"WILLIAMS,  EUGENE E",CHIEF
BOARD/COMMISSION MEMBER,"WILLIAMS IV, JOSEPH STERLING",
BOARD/COMMISSION MEMBER,"WILLIAMS, JENNIFER R",
STREETS & SAN,"WILLIAMS,  LOUIS E",WARD SUPERINTENDENT
OEMC,"WILLIAMS,  TENAYA N",DEPUTY DIR
POLICE,"WILSON,  FRANK F",DIRECTOR OF FINANCE
FIRE,"WILSON,  KEITH E",DEPUTY DISTRICT CHIEF
BOARD/COMMISSION MEMBER,"WILSON, MAE F",
STREETS & SAN,"WILSON,  NATHAN",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"WINZELER, MEGAN",
BOARD/COMMISSION MEMBER,"WISNIEWSKI, HENRY",
FIRE,"WOJTECKI,  KENNETH S",DEPUTY DISTRICT CHIEF
BOARD/COMMISSION MEMBER,"WOLF, DAN",
BOARD/COMMISSION MEMBER,"WOLFF, PAULA",
BOARD/COMMISSION MEMBER,"WONG, BERNARDA",
BOARD/COMMISSION MEMBER,"WONG, ERNEST",
LAW,"WONG JR,  EDWARD J",DEPUTY CORPORATION COUNSEL
STREETS & SAN,"WONSLEY,  ROBERT J",DIVISION SUPERINTENDENT
ENVIRONMENT,"WOODS,  MICHAEL",MANAGING DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"WOOS, LORRAINE M",
POLICE,"WORTHAM,  SANDRA",DEPUTY DIR
ENVIRONMENT,"WORTHINGTON,  KIMBERLY A",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"WRIGHT, JEFFREY S",
BOARD/COMMISSION MEMBER,"WRONA, PATRICK J",
POLICE,"WYSINGER,  ALFONZA",DEPUTY CHIEF
POLICE,"YAMASHIROYA,  GARY H",COMMANDER
BOARD/COMMISSION MEMBER,"YANG, JENNY",
BOARD/COMMISSION MEMBER,"YAO, ANDREA",
BOARD/COMMISSION MEMBER,"YASSAN, NICHOLAS",
BOARD/COMMISSION MEMBER,"YEW, CHAY",
TRANSPORTN,"YONAN,  JOHN H",DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"YOUNAN, HENRY",
BOARD/COMMISSION MEMBER,"YOUNG, CYNTHIA",
MAYOR'S OFFICE,"YOUNG,  MICHELLE R",ADMINISTRATIVE ASST
BOARD/COMMISSION MEMBER,"YOUNG, SHELLEY L",
BOARD/COMMISSION MEMBER,"YSAGUIOM, ANGEL",
BOARD/COMMISSION MEMBER,"ZAHRAH, NABIL",
BOARD/COMMISSION MEMBER,"ZAKI, REV DR. ZAKI L",
HUMAN RELATIONS,"ZALA,  KRIPAL R",DIR / COMMUNITY LIAISON
BOARD/COMMISSION MEMBER,"ZARATE, MIGUEL",
STREETS & SAN,"ZARO,  NICHOLAS J",WARD SUPERINTENDENT
TRANSPORTN,"ZAVATTERO,  DAVID A",DEPUTY DIR
CULTURAL AFFAIRS,"ZBORIL,  NORA A",PUBLIC RELATIONS REPRESENTATIVE III
BOARD/COMMISSION MEMBER,"ZEIGLER, SUSAN",
BOARD/COMMISSION MEMBER,"ZEIGLER, SUSAN",
STREETS & SAN,"ZEPEDA,  LUIS",WARD SUPERINTENDENT
BOARD/COMMISSION MEMBER,"ZERHOUNI, HICHAM",
BOARD/COMMISSION MEMBER,"ZHOMEY, JING",
BOARD/COMMISSION MEMBER,"ZHU, JULIA",
BOARD/COMMISSION MEMBER,"ZIPPERER, MARK",
BOARD/COMMISSION MEMBER,"ZOLKOWSKI, ANNA",
AVIATION,"ZONSIUS,  MICHAEL",MANAGING DEPUTY COMMISSIONER
BOARD/COMMISSION MEMBER,"ZOPP, ANDREA",
MAYOR'S OFFICE,"ZOVKO,  ERIKA",ADMINISTRATIVE ASST
BOARD/COMMISSION MEMBER,"ZULKES, RICHARD",
BOARD/COMMISSION MEMBER,"ZUMDAHL, LAURA",
BOARD/COMMISSION MEMBER,"ZWICK, EMANUEL",
BOARD/COMMISSION MEMBER,"ZYLSTRA, DOUGLAS",
