N/A,N/A,N/A,N/A
4 Pcs Gloves & Holder Anti Heat Oven Kitchen Non Slip Padded Mat BBQ,EGP 325.00,"Shadid offers a range of diversified products at prices appropriate to customer requests to suit needs while making various discounts on products that compete with prices
Silicon Oven Glove
Anti-heat
High quality product
imported",1/5
Line Sleep Carpet Protector (Earth Design),EGP 789.00,Protect your Carpet by using the Carpet protector. Amazing 3d designs. Easy care. Let your kids enjoy time & then clean the protector easily. Size: 160*250 cm / 200*300 cm,4.4/5
Smart Collection Sportive - Body Mist - Pour Homme - 250ml,EGP 145.00,Sportive - Body Mist - Pour Homme - 250ml,4/5
Cottonil Bundle OF Two Cotton Legging - For Women,EGP 419.00,"Feel comfortable with theseproducts from Cottonil for underwear and clothing. They make an excellentuse of the Egyptian cotton offering a wide range of under wear products withaffordable prices ,The Customer is at The Heart of our Unique Business Model.Which  includes Design Production andSales",4.3/5
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Bubbles Cup With Straw Yellow,EGP 125.00,"All Bubbles products are of high quality and completely safe and made entirely of food grade polypropylene and food grade silicone approved by the Food and Drug Administration to be used safely with foods and can be boiled and sterilized on a daily basis for two years.


Our factory is ISO 9001, 13485, 22000 certified, GMP and CE certified.",5/5
N/A,N/A,N/A,N/A
BLACK+DECKER Portable Digital Handheld Garment Steamer- HSTD1600-b5,"EGP 3,000.00","Compact shape for easy use without the need of an ironing board
1600W Powerful steam for sanitizing, deodorizing outfits
Ceramic coated soleplate with 7 holes for a smooth gliding experience
Digital LED display for easy understanding of steam levels
35 seconds fast heat-up for a quick steaming start
life span :1 year",4.8/5
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Dice - Set Of (6) Ankel Socks - For Women,EGP 169.00,"Feel comfortable with these products for underwear’s and clothing. They make an excellent use of the Egyptian cotton offering a wide range of under wear products with affordable prices ,The Customer is at The Heart of our Unique Business Model. Which  includes Design Production and Sales",4.5/5
Axe Black 48hrs IRRESISTIBLE FRAGRANCE 150 ML - 2pcs,EGP 325.00,"Axe offers guys a range of body sprays, deodorants, antiperspirants, shower gels and hair products – all designed to help them look, smell, and feel their best. Cool, adventurous and designed to keep guys a step ahead in the game, Axe is one of the most popular male grooming brands in the world.",5/5
Gms Wt-5 Rgb Gaming Mouse Pad 80X30Cm - 12 Lighting Modes- Waterproof,EGP 270.00,"30*80
Accessory Type: Mouse Pad
Soft Fabric Surface
Multi Color",N/A
"Amanda Lip Oil With Argan, Jojoba, Avocado Oil ,5ml - 04",EGP 213.00,"amanda
Lip Oil
with Argan
Jojoba
Avocado Oil
5ml
04",N/A
Portable Handheld Car Vacuum Cleaner 120W - With Filter For Cleaning,EGP 215.00,"Small portable vacuum cleaner - with great power to clean the entire car room and works by the car's lighter.
- This vacuum cleaner combines a compact design for ease of use and storage - with mechanical strength for powerful and fast cleaning.
● Vacuum Cleaner with High Efficiency Motor and Turbine Blade Design - It Can Easily Absorb Dust, Hair, Small Stones and All the Daily Dirt.
● Versatile / Comes with four flexible and nimble attachments to clean every corner of your car - it can reach every corner of the car and it can clean the air conditioning vents and car upholstery.",3.4/5
Axe Deodorant Body Spray - Skateboard & Fresh Roses 150Ml 2 Pcs,EGP 225.00,"Deodorant Body Spray - Skateboard & Fresh Roses 150Ml  2 pcs
Upgraded AXE Skateboard & Fresh Roses Men’s Body Spray 150ml.
Bust odour, smell irresistible for 48 hours with our first Dual Action Body Spray.
Axe Skateboard & Fresh Roses body spray deodorant has a skaterboards & fresh roses fragrance with an odour-busting zinc formula for long-lasting odour protection.
Shake, twist, and spray the deodorant across your chest.
This AXE Body Spray comes in a new can design with infinitely recyclable metal.
Loving this fragrance? Check out the rest of the Axe Collision range: Axe Leather & Cookies Body Spray & Axe Leather & Cookies Deodorant stick",4/5
N/A,N/A,N/A,N/A
Funny Bunny Set Of (2) Spaghetti Top & Pantie With Print,EGP 205.00 - EGP 259.00,Feel comfortable with these products from FUNNY BUNNY for KIDS underwears and clothing. They make an excellent use of theEgyptian cotton offering a wide range of under wear products with affordableprices,5/5
N/A,N/A,N/A,N/A
Cleaning Tablets Washing Machine Cleaner Descaler Deep Cleaning Remover Cleaning Sheet 12 Pieces,EGP 155.00,"Washing machine cleaning tablets
To protect your washing machine and burner, these discs
Masterpiece tablets that will make your washing machine sparkle and also protect it from sediment and rust
Works to purify and maintain impurities
The inner suit is from the factors of rust or sedimentation, and to maintain the efficiency of the washing machine, and it will live with you for the longest time.
Dissolve and remove odor-causing residue with the Clean Washing Machine Deep-Cleaning Tablets",4.3/5
Cottonil Bundle Of Three Half Towel Socks,EGP 219.00,"Socks are the perfect way to brighten up a workday outfit, so with this three-pack from Cottonil we've thrown in a couple of fun elements to keep your feet looking lively. Wear with smart trousers and let your playful side peek out. Made of soft cotton and comes with solid pattern to fits all your looks.",4.3/5
Fiesta Chocolate Condoms - Dotted & Flavored - Pack Of 3,EGP 33.00,"100% natural rubber latex condoms, 53 mm nominal width. Fiesta are 100% electronically tested and manufactured to meet the highest international quality standards (EN ISO 4047:2002) to provide the ultimate in protection.",4.2/5
Decathlon Kids' Tennis Shoes Ts160 - Red,"EGP 2,099.00",TS 160 trainers are designed for children to wear for everyday sports activities and are perfect for starting out in club tennis.,3.6/5
Caesar Home Wear Sleep Shirt Cash Mayo Dress With Stripped Pattern,EGP 201.00,You can shop for anything you need from our store with a very affordable prices and best materials and it is a really easy way to find good quality products you can check out our store on Jumia,4/5
N/A,N/A,N/A,N/A
Defacto Woman Bra,EGP 489.00,"Founded in 2003, DEFACTO is today one of the most popular fashion brands in Turkey and around the world with more than 500 stores. It is positioned as a pioneering brand of fashion throughout the Mediterranean world.",N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Bath & Body Works Dark Kisses Fragrance Mist - 236 Ml,EGP 640.00,"Dark Kisses

Bath & Body Works was founded in New Albany, Ohio in the fall of 1990, and has expanded to more than 1,600 stores over the United States and Canada. Bath & Body Works is a division of Limited Brands, Inc.
Bath and Body Works aims to help customers improve their emotional and physical being through the simple pleasurable rituals of daily self-care. The company combines traditional spa treatments with botanical and natural ingredients, incorporating these into an extensive collection of user-friendly personal care products with proven effectiveness.Designer Bath and Body Works has 155 perfumes in our fragrance base.
The earliest edition was created in 2005 and the newest is from 2019. Bath and Body Works fragrances were made in collaboration with perfumers Calice Becker, Adriana Medina, John Gamba, Aurelien Guichard, Honorine Blanc, Clement Gavarry and David Apel.

Lavishly splash or lightly spritz your
favorite fragrance, either way you'll fall in love at first mist! Our
carefully crafted bottle and sophisticated pump delivers great coverage
while conditioning aloe mist nourishes skin for the lightest, most
refreshing way to fragrance!",4.4/5
Dabur Amla Hair Serum Snake Oil Frizz Control For Dry/Frizzy Hair,EGP 198.00,"Dabur Amla Hair SerumSnake OilFrizz ControlFor dry, Frizzy hairDabur with trust over 125 years has given you the secret for beautiful hair as Dabur Amla. New breakthrough formula-Dabur Amla Repair Therapy Snake Oil with Amla Vita defense system repairs, binds and restructures hair to give you strong, soft and shiny hair.Dry, unmanageable frizzy hair?The unique Amla Vita complex gets absorbed on your hair instantly and smoothens the cuticles along the length of hair. It acts to tame frizz and reduce flyways for a longer time. Your hair becomes more soft, smooth and manageable.",4.3/5
Farm Stay 76 Green Tea Seed All-In One Ampoule - 250Ml - 1Pcs,EGP 350.00,"76 Green Tea All-In One AmpouleA multi-functional serum with green tea seed extract provides skin with antioxidantsIt prevents the appearance of wrinkles, activates the skin cells, as a result of restoring the regeneration and freshness of the skin.It contains a large amount of antioxidants and powerful biostimulants.Green tea extract has antibacterial and antiseptic propertiesSoothes and regenerates damaged skinIdeal for tissue metabolism It helps cleanse the skin and narrow pores, and improve complexion. Eliminates redness, irritation, excess sebum and shine.It is considered an excellent care product for young skin suffering from problematic wrinkles.Works to unify skin colorThe texture is light and penetrates quickly into the skin This provides the essential elements to care for the deep layers of the skinHow to useUsing a spoon inside the package Take the required amount of serum extract Apply to the skin of the face and spread with light massaging movements",4.9/5
N/A,N/A,N/A,N/A
"Sofy Maxi Lump-free Ex-long Musk, 32cm, 14 Pieces (70586)",EGP 71.00,"Brand Name Sofy
Style Modern
Size 14 Count
Reusability Disposable
Material Polypropylene
Unit Count 14 Piece
Number of Items 14",5/5
N/A,N/A,N/A,N/A
As Seen On Tv Disposable Under Arm Shields - 12 Pcs,EGP 79.00,"This 12 Pair of highly absorbent, discreet,convenient disposable underarm shields which adhere securely to all fabrics providing outstanding protection from odors and wet-through staining. No pins, straps or washing necessary.",3.7/5
Camelion Super Heavy Duty Batteries AA,EGP 44.99,"Camelion Super Heavy Duty / Zinc-Carbon Batteries provide economical power for a wide range of devices such as flashlights, radios and remote controls. A unique construction has been specially designed to ensure leakage protection, long shelf life and long service life. The CAMELION zinc-carbon batteries are cadmium and mercury-free and therefore protect the environment.",5/5
Bubblzz White Chiffon Body Splash,EGP 265.00,Spray all over your body and pulse points for a long lasting fragrance.,5/5
1 Piece / Waterproof Bloomers Washable(1 To 3 Years) May Vary,EGP 130.00,"1 Psc Of Waterproof bloomers for Babies (Washable)
Material : High-quality Material ensures durability, Made of the finest raw materials .
Treated material to match your baby's skin
Made in Egypt .
Easy wear .
Ideal for regular use .
Best-in-class wearing comfort is delivered with high-quality .
There could be a slight difference due to different monitor settings, but all images are from live stock.
Colors,Shape,Patterns&Printings may vary .
This item cannot be exchanged or returned",3.3/5
Beesline WHITENING ROLL ON ELDER ROSE 1+1 FREE,EGP 450.00,"An innovative, safe & highly effective 48hr antiperspirant deodorant that works to fight body odour, adsorb moisture & soothe the skin while lightening & evening skin tone for clean & bright underarmsAn innovative, safe & highly effective 48hr antiperspirant deodorant that works to fight body odour, adsorb moisture & soothe the skin while lightening & evening skin tone for clean & bright underarmsAn innovative, safe & highly effective 48hr antiperspirant deodorant that works to fight body odour, adsorb moisture & soothe the skin while lightening & evening skin tone for clean & bright underarms",N/A
Ice Club Buckled Medium Heel Pump - Beige,EGP 349.00,We offer you a high-quality products from our factories that made from good material to provide you with comfort .,4.5/5
Dogs & Cats Hair Remover 1 Pc,EGP 65.00,"Easy to use and clean
Made of high-quality materials
Easy to store
Does not require batteries or electricity
Versatile",4.8/5
Decathlon Women's Multi-Court Tennis Shoes Essential - Off-White,"EGP 1,499.00",Women's tennis shoes developed by our design team for your first sessions on the tennis court.,5/5
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Kitchen Knife Set - 6 Pcs,EGP 289.00,"New anti-slip handle: A comfortable and a soft touch design handle to ensure safe usage of knife when cutting.
RAZOR-SHARP BLADE: Delicate design for precision slicing and dicing, retaining its sharpness for years, no need of sharpening.
Non-stick coating: A smoothly blade surface which allow quick and easy cleaning of blades
VERSATILITY: Suits every kitchen needs - slicing, dicing, chopping, and mincing of fruits, vegetables, meats, and fish.
Antibacterial coated blades for healthy use and cutting.
LIGHTWEIGHT: Feather-like weight gives you greater control in the cut, provides good balance and durability
Perfect blend of style and comfort

Specifications:
Blades: stainless steel
Handle Material: Plastic",4.8/5
Stylish Casual Snekars High Quality Good Material,EGP 500.00,&Women shoes    &High Quality    &Size 37.38.39.40.41    &Color:Blue white    &This product without belts    &Right wear,3.7/5
Dice Syrup Full Towel For Men Fully Lined - Black,EGP 69.99,"Dice products are characterized by high quality, as they combine the best materials of soft, comfortable cotton for the body with strong elastic, as well as the best sewing of the product.
In our store, we are committed to providing the best products with the best quality and lowest price
We carefully select the best products for you",4.3/5
Emilia Beauty Eyebrow Styling Soap- Transparent,EGP 89.00,"Makes your messy eyebrows tidy and organized. They are mild and non-irritating and can help you to get natural eyebrows, first spray water on the brush or soap, then use the brush to rub it back and forth on the soap to dip in an appropriate amount of soap. Finally, brush it over the eyebrows. Use a suit eyebrow trimmer to trim excess eyebrows; Secondly, use our eyebrow soap to shape your eyebrows; Third, use eyebrow pencil or eyebrow pomade to fill in your eyebrow; Finally, use a concealer to hide the blemish part, then you will get the look of naturally polished eyebrows!!! Whether you have sparse brows that need a helping hand or you're rocking that bushy look, you can get fluffy brows.",3.5/5
Cotton Turkey Sheet Set Bed - 240x240cm - 5 Pcs,EGP 550.00,"When it comes to relaxing at home, there might be a number of nooks and corners where you enjoy hanging or just chilling out. But the one place that you always get some cozy, is your bed. Cotton sheets are the perfect fabric all year round for your bedroom. Summer, winter, spring and fall, they have a range of benefits that make it easier for you to get a good night’s sleep.",3/5
Defect Half Sleeve Polo Shirt For Boys,EGP 350.00,"Defect offers the finest t-shirts for your children to look their best in front of the world, and this is summarized in our cotton products",5/5
Al Qahawi Instant Coffee Gold - 100 Grams,EGP 265.00,al qahawi coffee natural instant coffee gold100 grams,4.1/5
Avon Far Away Eau De Parfum From Yvonne 50 Ml,EGP 409.00,"Far Away perfume smells very beautiful and romantic
. Long lasting fragrance with a blend of rare and precious
essential oils. A unique blend of amazing floral scents:
a top layer of freesia, white jasmine and violet leaves,
a middle layer of red roses and fragrant plants with a deep
touch of sandalwood and musk. A blend completely infused with
the scent of vanilla. Category: oriental. Meet oriental fragrances
- full of sensuality and warmth, the fresh scent of citruses stands out.
Recommended for nights out and special occasions
when you want a little extra glamour.",5/5
N/A,N/A,N/A,N/A
Product Name,Price,Details,Rating
Bourjois Eyeliner Pencil Waterproof NO.41,EGP 298.95,"Contour Clubbing Waterproof is a colourful, long-lasting waterproof eye pencil.
Its ultra-soft texture glides along the lash line for an intense and vibrant effect.
Once set, the colour won't budge until you take it off with waterproof make-up remover.
Brand : Bourjois",5/5
Bubbles Plate Rose,EGP 135.00,"All Bubbles products are of high quality and completely safe and made entirely of food grade polypropylene and food grade silicone approved by the Food and Drug Administration to be used safely with foods and can be boiled and sterilized on a daily basis for two years.


Our factory is ISO 9001, 13485, 22000 certified, GMP and CE certified.",4.3/5
N/A,N/A,N/A,N/A
Decathlon Agility 100 HG Adult Firm Pitch Football Boots - Black/White,"EGP 1,399.00",Decathlon Agility 100 HG Adult Firm Pitch Football Boots - Black/White,3.9/5
Decathlon Men's Walking Sandals - Nh100 - Beige,"EGP 1,399.00",These NH100 hiking sandals have been developed to be the perfect footwear for your outdoor walks in hot and dry weather. Sturdy and reliable in design.,4/5
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Fridal Lilly Multipurpose Freshener - 1 KG,EGP 95.00,"Grocery to your Doorstep!
If you are too busy to get to the grocery store, there are many ways for the grocery store to come to you! We are offering different food bundles providing all your everyday basics essentials to be shipped right to you. We are Saving your time, stress, gas money, and exposing you to new types of foods and brands that you can't get at your local grocery store.",4.3/5
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
El Helal W El Negma Plastic Step Up Scaletta Ladder Chair For Home - Multipurpose,EGP 415.00,"Great tool to reach for high storage areas weather it's in your home or any commercial area-Made of robust polypropylene to insure safety


You can use the ladder to reach items that are stored in high place
Lightweight to carry it easily
Slip resistant
Made of plastic
Add a great addition to your home
color may vary",N/A
Camelion Super Heavy Duty Batteries R6/AA/Pack Of 6,EGP 64.99,"OverviewCamelion Super Heavy Duty / Zinc-Carbon Batteries provide economical power for a wide range of devices such as flashlights, radios and remote controls. A unique construction has been specially designed to ensure leakage protection, long shelf life and long service life. The CAMELION zinc-carbon batteries are cadmium and mercury-free and therefore protect the environment.",N/A
N/A,N/A,N/A,N/A
Al Karnak Cookware Al-Karnak Granite Milk Pot - 16 Cm,EGP 720.00,Al-Karnak Granite Milk Pot (16cm) + Stainless Steel Lid,N/A
Decathlon Mesh Swim Cap Print Size L - Pink,EGP 219.00,Our design teams have developed this cap for beginner swimmers wanting useful swimming accessories.,N/A
Cleopatra Shea Butter Conditioner Cream,EGP 99.00,Cleopatra Shea Butter Conditioner Cream. Nourishing Moisture Rich Smoothing.,3.3/5
Bourjois Always Fabulous 24 Hour 2-in-1 Foundation And Concealer Stick - 400 Rose Beige,EGP 175.00,combines the full coverage of a concealer with the added depth and pigmentation of a foundation. A lightweight velvet formula melts perfectly with your skin to control the shine throughout the day. Stay fabulous around the clock with Bourjois. Beauty should be a game not a chore! So start playing today! Bourjois makes it easy to create chic looks for face and nails with an effortless Parisian twist,4/5
N/A,N/A,N/A,N/A
Bio Soft Aloe Vera Soothing Gel - 500ml,EGP 115.00,"Aloe Vera
Soothing & Moisturizing skin gel
500 Ml
يفتح البشرة
يعالج حب الشباب
يقلل من التهاب حروق الشمس
يرطب الوجه
يحسن من منطقة العين
يحسن البشرة الدهنية
يتخلص من خلايا الجلد الميت
يعالج قرصات الحشرات
يقاوم علامات تقدم العمر المبكرة",5/5
General Chic Handbags With Its Special Splendor Division So Sport _ Light Blue,EGP 99.00,", the most elegant handbags that divide it from the distinctive splendorMade of leather and fabric that is easy to hold by hand Bring with you mobile phones, cigarettes, and personal belongings",3.8/5
N/A,N/A,N/A,N/A
Ice Club Suede Pointed Bi-Tone Flat Shoes - Black & Beige,EGP 275.00,"We offer you a high-quality product from our factories, with quality and pride in Egypt",4.2/5
Back Cover Transparent For Realme 6 - CLEAR,EGP 75.00,"An unobtrusive and lightweight option for protecting your mobile phone from damage. The case is extremely easy to fit. Just slot it around the back of the mobile phone and ensure it is firmly in place. Once fitted, it provides a good degree of protection from scratches and scuffs, as well as a barrier against impacts and the damage they can cause.",3.3/5
P 47 Wireless Headphones - Blue/Grey,EGP 229.00,"p 47 wireless headphones 5.0 + EDR
driver unit : 40mm diameter
scope of work : 10 meters
usb charging cable ; Ac input 110~240VDC input 5 V
talk time: 6 hours
standby time : up to 15 hours
operating frequency : 2.4GHz-2.4835GHz
noise reduction te chnology ; DPS digital signal processor
the output frequency : class 2
support A2dp function
AVRC remote control capabilities
supports utomatic switchover ti in coming call fnuction
with the end number redial function
large and smallvolume adstment
forward. backward selection feature pause fnuction
compatible wih ROH
5.0 + E D R wirelees
color : blue / grey",4/5
N/A,N/A,N/A,N/A
GATE HALF OPEN LINEN SHIRT,EGP 399.00,LINEN SHIRT - HALF OPEN - HALF COLLR - PLAIN,3.5/5
Amanda Milano Nude Nation Lipstick NO: 18,EGP 228.00,"We manufactured Asia’s line which consists of scents and body sprays in addition to importing all kinds of high-end cosmetics. We are pioneers in beauty retail which have allowed us to offer you the most luxurious brands.
We want to help reveal your uniqueness and give you the tools and support to express your beauty.",1/5
Dice Bundle Of (2) Cotton Solid Undershirts,EGP 189.99,"El Badr Market Place is characterized by international and modern designs full of femininity and suit all tastes and needs
El-Badr Market Place is one of the largest companies of the brand of underwear and fashion and one of the largest distribution companies
The client is the basis of the company for our unique business in terms of product design
El-Badr Market Place is available with many types of men's and women's clothing
El-Badr Market Place is available with factories of one of the strongest factories in Egypt such as Lasso, Milk, Rotana, Dabbagh and Silvy
Available in a large number of models, including - underwear - home clothes and T-shirts - men's trunk - men's shorts - socks - boxers, bikini, midi, hot shorts, top, bra, lingerie, pajamas and slimming products Available in a large number of models, including - underwear - home clothes and T-shirts - men's trunk - men's shorts - socks - boxers, bikini, midi, hot shorts, top, bra, lingerie, pajamas and slimming products",4.4/5
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Women's Casual Home Pajama - Pink Color,EGP 594.00,"Al-Adham Store welcomes all customers. Our store contains many models of women, home, of all kinds, and lingerie, with the best materials and competitive prices available to everyone, which helps them to buy continuously.",5/5
N/A,N/A,N/A,N/A
Smart Collection Dusk - Body Mist - Pour Homme - 250ml,EGP 145.00,Dusk - Body Mist - Pour Homme - 250ml,3/5
Caesar Printed Girls Training Suit With Pocket,EGP 385.00,You can shop for anything you need from our store with a very affordable prices and best materials and it is a really easy way tofind good quality products you can check out our store on Jumia,4.3/5
Dice 100% Cotton Three Sleeveless Solid Men T-shirt -White,EGP 269.00,Feel comfortable with these products from Dice for men underwears and clothing. They make an excellent use of the Egyptian cotton offering a wide range of under wear products with affordable prices,4.2/5
El Wataniya Rice Cylinder With Metered Rice Cup - 5 Kg,EGP 129.99,"Features:
Intimate design, lightly open the lid, easy to use, effective moisture and insect proof.
The buckle design makes the barrel body and the lid of the barrel tight and tight, and is sealed against moisture and insects.
Groove handle, pulley on the back side, easy to move rice bucket, easy and convenient.
Strong toughness, not easy to break, strong bearing capacity, sturdy and durable.
Suitable for kitchen rice, beans, flour, etc., sealed, fresh, dustproof and insect proof.

Specifications:
Name: Kitchen Storage Box
Plastic: PP
Function: Sealed, fresh, dustproof, moisture proof
Uses: Rice, beans, flour, etc.
Size: 19 x 27 x 14.7 cm

Package List:
1 x Kitchen Storage Box
1 x Meter Cup",4.2/5
Defacto Regular Fit Chino Pants,EGP 409.00,Regular Fit Chino Pants,5/5
Andora Superman Knitted Multicolour Comfy Polo Shirt,EGP 399.00,"For any casual outfit, this knitted polo shirt from andora is ideal. made of pure cotton fabric for comfort and mobility. This shirt has a timeless look thanks to the traditional collar and three-button placket. Effortlessly embrace both comfort and style. For a stylish, laid-back look, pair it with dark jeans and trainers.",4.3/5
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Spoon\Fork Baby Eating Training Utensils For Self-Feeding Tableware Set.,EGP 79.00,"Perfect for self-feeding Unlike other baby spoons, our training spoon is steel wire inside a flexible TPR handle, soft and easy to grip, and can bend to different angles, bringing fun for baby to learn to eat independently.Rounded spoon design without burrs, protect baby's sensitive gums and teeth.  Our products are FDA approved and food safe, BPA-free, and designed specifically for children.Easy to grip The wide, ergonomic handle of the cutlery is covered with a soft TPR glue, and is specially designed to fit your little one's hands and develop their grip.Easy to wash before and after use, please clean. Sterilize it and put it in boiling water for 1-2 minutes.High-quality Material: Made of premium non-toxic PP material, safe, reliable and harmless to your baby's health.Dual-function design: includes a spoon and fork, to meet your baby's different mealtime needs.CHILD FRIENDLY: Suitable for babies and toddlers, designed to accommodate their grasping habits and oral development.Convenient Case: Comes with a practical case for easy storage and use on the go, whether at home or outdoors.  Convenient to hold the spoon out, and ensures that your child's utensils will stay incredibly clean no matter where they are.VIBRANT COLORS: Designed to attract your baby's attention and make mealtime more fun.Dishwasher safe, making cleanup quick and convenient.GOOD FOR SELF-FEEDING: Toddlers fork and spoon set can be bent, can be bent left, right or bent forward 90 degrees without bouncing, good for babies to learn to feed by themselves, bring baby fun and interesting to learn to eat independently, help those who struggle to eat, help them To carry food better.Baby Trainer Travel Bag Made of high quality PP material, with soft handles, smooth and safe, no pointed edge, protect your baby's gums and teeth, safe for toddlers' self-feeding; And the transparent travel bag makes outdoor carrying convenient and can keep your forks and spoons clean and hygienic.The spoon's scoop is deep enough for baby to get the right amount of food.  There are no pointed edges or bad angles that can hurt your baby, and it can be bent and bounced, adapting to the baby's different grasping habits, and helping the baby practice self-feeding with confidence.Dishwasher Safe: Please clean the baby travel utensils before and after use to maintain health, they are resistant to high temperatures, it is recommended to disinfect in boiling water for no more than 1 minute, convenient and time-savingToddler Tools Set, Silicone Spoon and Fork Travel Bag Set for Baby Self-Feeding Training.",5/5
Emami 7 In 1 Non Sticky Hair Oil - 100ml,EGP 124.00,"Emami’s 7 oils in one hair oil is a breakthrough ultra-light formula made with the wholesome goodness of 7 unique oils including new age oils like Argan known for its hydrating and softening qualities and Walnut which strengthens hair follicles. These rich ingredients have proven to make hair stronger from inside, giving it strength to stay set all through the day.
From the manufacturer
Emami 7 Oils in One
Non Sticky Hair Oil
Sun, pollution and treatment can damage your hair making them unmanageable. Emami 7 Oils in One is a unique blend of the richness of Argan, Walnut, Almond, Jojoba, Olive, Coconut and Amla oil. Infused with the power of 7 Aushads - Japa Pushpa, Brahmi, Bhringaraj, Mehendi, Arnica, Lata Kasturi and Methi – this hair oil makes hair upto 20X stronger. This miracle oil penetrates the roots of dry and damaged hair for deep nourishment pre-bath while helping with styling post-bath. It is a light, non-sticky formula with a mild and pleasant fragrance suitable for all hair types.
Fusion of 7 unique oils – Argan, Walnut, Almond, Jojoba, Olive, Coconut and Amla.
7 Herbal Aushad Complex, Japa Pushpa, Brahmi, Bhringaraj, Mehendi, Arnica, Lata Kasturi and Methi.
Makes hair up to 20X stronger from inside by penetrating the roots of damaged hair
Keeps hair set all day
Can be used for pre-bath for deep nourishment and post-bath for styling.
Light non-sticky formula with mild and pleasant fragrance
Suitable for all hair types
Ingredients and Benefits",4.3/5
Flamingo Buff Waterproof Bean Bag By Flamingo - Black,EGP 350.00,"Buff beanbag by Flamingo
Material: Waterproof PVC
Dimensions: 40*40cm
Filling: Foam Pills
Water & Pressure Resistant",4/5
Defacto Woman Tiered Long Sleeve Woven Dress.,"EGP 1,499.00","Founded in 2003, DEFACTO is today one of the most popular fashion brands in Turkey and around the world with more than 500 stores. It is positioned as a pioneering brand of fashion throughout the Mediterranean world.",5/5
Caesar Mens Plain Hoodie With Zippper,EGP 327.00,You can shop for anything you need from our store with a very affordable prices and best materials and it is a really easy way to find good quality products you can check out our store on Jumia,4.1/5
Beautiful Women's Blouse,EGP 500.00,"A very chic blouse for a woman who is looking for elegance and beauty at the same time, bites a sense of elegance with a summer fabric that gives a sense of comfort, fashion 2022",4/5
Desk Mobile Holder- Color -Black,EGP 80.00,"folding desktop
phone stand
color : black",4.5/5
N/A,N/A,N/A,N/A
ACCU CHEK Performa Diabetes Test Strips - 50 Strips,EGP 260.00,"Accu-Chek Performa test strips help make every strip count, by making it easy to test right the first time.
Easy to handle test strips A larger, wider test strip is easy for everyone to use. It features a protective coating so can be handled from anywhere on the strip without risk of influencing the blood glucose test result.Easier blood application Accu-Chek Performa test strips quickly attract and absorb a tiny blood drop. The wide-mouth dosing area is designed so you can fill the strip on the very first try.Small blood sample Accu-Chek Performa test strips only require a very small sample to perform a blood glucose test – just 0.6µl of blood.The eight electrodes at the top of each strip work with the meter technology to help the system detect and prevent unreliable results.
Accu-Chek Performa test strips are for use with the Accu-Chek Performa Nano blood glucose meter system.",4.5/5
N/A,N/A,N/A,N/A
Defacto Man Pedro-Slim Fit Denim Trousers,EGP 899.00,"Founded in 2003, DEFACTO is today one of the most popular fashion brands in Turkey and around the world with more than 500 stores. It is positioned as a pioneering brand of fashion throughout the Mediterranean world.",4.7/5
N/A,N/A,N/A,N/A
Face Microneedle -,EGP 99.00,"Stimulate the collagen production
Improve elasticity of skin
Reduce pore size and firming
Smoothen acne scars
Reduce fine lines, wrinkles and dark circle
Skin friendly, safe and faster skin restructuring


Specifications:
Indication: 0.5mm (540 needles in total)",3.9/5
N/A,N/A,N/A,N/A
Diadora Women Printed Cotton T-Shirt - Fuchsia,EGP 244.30,"Diadora printed Long sleeve t-shirt .this t-shirt manufactured from cotton and lycra .regular fit t-shirt from Diadora and round collar design. it was created for on field performance. t-shirt  properties offer ease of movement.helping you to be best athlete you can be.
or you can match it with jeans pants to have a perfect casual look",4.8/5
N/A,N/A,N/A,N/A
Derma Roller - 1mm,EGP 135.00,"Derma Roller - 1mmStimulate the collagen productionImprove elasticity of skinReduce pore size and firmingSmoothen acne scarsReduce fine lines, wrinkles and dark circleSkin friendly, safe and faster skin",4.6/5
Hair Towel Wrap - 4 Pieces,EGP 99.00,"Cap Hair absorbent Towel size
Very large
Suitable for long hair and for the elderly as well as young
different and distinctive colors
easy to use and cleaning
can be used more than once
equipped with a rubber handle",2/5
Avon SOFT MUSK FOR HER perfume - for women - 50 ml,EGP 400.00,"Yin and ylang-ylang, a fragrance that evokes D notes
Warm and wonderful
To touch you. Perfect as a light, summer daytime fragrance. Top note: white peach. the
Middle note
Y: Jasmine. Base notes: musk. Embrace the essence of femininity with delicate rose and jasmine
And ylang-ylang. Soft Musk is a truly soft and sensual fragrance that represents the essence of femininity. Warm and fragrant
Gorgeous with dreamy notes for the modern woman.
You will feel with me the tenderness of nature and the beauty of rose petals, jasmine and perfumes
Others, especially with the pink color of the elegant packaging design, as well
About the color of the perfume and the design of the bottle
Simple and dreamy. Suitable for 50 ml. You will love it in every way and in different times of summer",N/A
Product Name,Price,Details,Rating
