index,FID,PROJECT,GEOGRAPHIC REGION,SITE TYPE,ASSESSMENT TYPE,SITE ID,DATE COLLECTED,TIME COLLECTED,LATITUDE,LONGITUDE,NORTHING,EASTING,DEPTH,URL LINK,CORAL REEF,PAVEMENT,RHODOLITH,SAND,HARD CORAL,SOFT CORAL,MACROALGAE,SPONGE,SEAGRASS,ARTIFICIAL,UNKNOWN,NOTES
954,954,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_319,8/29/2016,12:28:35,18.24644547,-64.93516534,2066414.818,-7228549.54,-40.54232788,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_319.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
955,955,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_321,8/20/2016,13:33:50,18.26892046,-65.12994736,2069049.353,-7250232.576,-31.0271759,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_321.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent,Coral Bleaching
956,956,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_323,8/31/2016,10:44:16,18.28112814,-64.79774803,2070480.489,-7213252.315,-33.08407211,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_323.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
957,957,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_324,9/17/2016,8:16:18,18.24828134,-64.71643247,2066630.007,-7204200.309,-48.45099258,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_324.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
958,958,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_325,8/28/2016,12:54:32,18.22134261,-64.89251233,2063472.646,-7223801.429,-44.23005295,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_325.mp4,Absent,Present,Present,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
959,959,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_327,9/1/2016,12:23:10,18.30473083,-64.7452824,2073247.775,-7207411.868,-26.20329285,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_327.mp4,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Seagrass (Halophila stipulacea)
960,960,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_328,9/16/2016,16:17:39,18.19503151,-64.7414081,2060389.317,-7206980.583,-54.99996185,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_328.mp4,Absent,Present,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
961,961,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_329,8/26/2016,9:59:27,18.20759987,-64.9702983,2061862.112,-7232460.523,-43.73548889,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_329.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
962,962,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_330,8/23/2016,10:08:15,18.18638378,-65.16181485,2059376.014,-7253780.048,-38.72891617,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_330.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
963,963,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_331,9/17/2016,13:26:46,18.22729312,-64.75877104,2064170.035,-7208913.417,-51.91949081,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_331.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
964,964,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_332,8/22/2016,10:42:11,18.19327762,-65.21641881,2060183.8,-7259858.533,-39.08630753,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_332.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
965,965,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_334,8/28/2016,9:20:52,18.18638899,-64.8756378,2059376.624,-7221922.965,-48.24728394,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_334.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
966,966,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_335,8/30/2016,10:49:20,18.23809872,-64.94322483,2065436.493,-7229446.719,-41.31091309,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_335.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
967,967,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_336,9/17/2016,9:27:19,18.23680357,-64.69480321,2065284.692,-7201792.55,-53.17200851,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_336.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
968,968,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_337,8/29/2016,12:53:44,18.22728778,-64.934617,2064169.409,-7228488.499,-43.29212952,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_337.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
969,969,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_338,8/26/2016,9:17:42,18.20078871,-64.9450713,2061063.948,-7229652.267,-40.23161697,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_338.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent,Very low coral cover <10%
970,970,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_339,8/31/2016,12:15:31,18.27057356,-64.80405739,2069243.144,-7213954.67,-35.38327026,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_339.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
971,971,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_340,8/23/2016,9:43:41,18.20440503,-65.18068307,2061487.722,-7255880.449,-35.50373077,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_340.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
972,972,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_341,9/17/2016,14:38:01,18.23279278,-64.77417672,2064814.606,-7210628.369,-54.90146637,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_341.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
973,973,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_342,8/21/2016,9:17:49,18.1404819,-65.22257147,2053998.274,-7260543.444,-37.87863159,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_342.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
974,974,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_343,8/28/2016,12:24:20,18.19988089,-64.88702203,2060957.568,-7223190.252,-52.45795441,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_343.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
975,975,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_344,8/26/2016,13:30:53,18.18435015,-65.07917842,2059137.729,-7244581.003,-29.21689606,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_344.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent,High Coral Cover and coral reef fish density
976,976,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_345,8/27/2016,11:48:55,18.26454516,-65.02358007,2068536.45,-7238391.823,-33.9496727,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_345.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
977,977,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_346,9/11/2016,8:04:10,18.2735585,-64.77751031,2069593.07,-7210999.463,-40.07199097,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_346.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
978,978,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_347,8/20/2016,13:21:28,18.26513584,-65.11988312,2068605.693,-7249112.229,-28.4703064,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_347.mp4,Present,Absent,Absent,Present,Present,Absent,Present,Present,Absent,Absent,Absent, 
979,979,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_348,8/25/2016,13:28:17,18.25014121,-65.09084389,2066848.012,-7245879.597,-28.44267273,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_348.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent,amazing coral cover
980,980,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_349,9/13/2016,11:29:57,18.22766933,-64.77644042,2064214.127,-7210880.363,-55.80665207,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_349.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent, 
981,981,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_350,8/23/2016,10:32:11,18.20827406,-65.15009656,2061941.119,-7252475.574,-38.70393372,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_350.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
982,982,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_351,9/11/2016,11:32:29,18.26152479,-64.75309409,2068182.389,-7208281.461,-46.212883,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_351.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
983,983,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_352,9/11/2016,10:28:53,18.29656835,-64.69285701,2072290.726,-7201575.9,-33.89310074,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_352.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
984,984,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_353,8/31/2016,10:09:03,18.29139396,-64.78345392,2071684.054,-7211661.102,-29.79816628,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_353.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
985,985,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_355,8/27/2016,15:05:23,18.24816039,-65.01758747,2066615.83,-7237724.73,-39.85863876,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_355.mp4,Absent,Absent,Absent,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent, 
986,986,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_356,9/16/2016,12:26:42,18.21161698,-64.78896687,2062332.87,-7212274.801,-54.47078323,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_356.mp4,Absent,Absent,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
987,987,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_357,8/26/2016,13:25:44,18.18986494,-65.07675334,2059783.915,-7244311.044,-36.96525192,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_357.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
988,988,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_358,9/17/2016,9:12:59,18.24233051,-64.69907968,2065932.497,-7202268.605,-44.5678215,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_358.mp4,Absent,Absent,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
989,989,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_359,8/21/2016,10:07:48,18.13905751,-65.19077685,2053831.418,-7257004.083,-36.10408401,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_359.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent,"School of Bar Jacks, Coral Bleaching"
990,990,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_360,8/30/2016,13:34:11,18.27449979,-64.81815276,2069703.419,-7215523.759,-34.67095566,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_360.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
991,991,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_361,8/27/2016,14:37:55,18.25116223,-65.03338999,2066967.692,-7239483.858,-38.05408859,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_361.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
992,992,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_362,8/31/2016,9:44:00,18.30184473,-64.79572461,2072909.376,-7213027.069,-27.35878563,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_362.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
993,993,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_363,8/21/2016,8:59:35,18.14030509,-65.20453212,2053977.562,-7258535.313,-38.31672287,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_363.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent,Absent,Coral Bleaching
994,994,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_364,8/27/2016,10:53:50,18.27406537,-65.04585558,2069652.491,-7240871.521,-35.21005249,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_364.mp4,Absent,Present,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
995,995,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_365,9/17/2016,10:44:26,18.21080465,-64.74230091,2062237.674,-7207079.97,-52.38001633,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_365.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
996,996,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_366,8/30/2016,14:07:24,18.29135923,-64.81371858,2071679.982,-7215030.149,-24.82798767,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_366.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
997,997,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_367,8/27/2016,8:42:10,18.19963501,-65.10370815,2060928.756,-7247311.64,-40.11043549,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_367.mp4,Present,Absent,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent, 
998,998,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_368,9/10/2016,10:47:54,18.26900584,-64.77618224,2069059.362,-7210851.622,-42.01878357,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_368.mp4,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent, 
999,999,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_369,9/17/2016,9:49:09,18.22866885,-64.73003709,2064331.271,-7205714.768,-54.51074982,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_369.mp4,Absent,Present,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1000,1000,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,Puerto Rico,GV,HD Seaviewer Drop Camera,GV2016_370,8/23/2016,10:52:37,18.19393771,-65.14002501,2060261.148,-7251354.414,-40.4502449,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_370.mp4,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1001,1001,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_371,8/26/2016,12:08:36,18.22038215,-65.03234029,2063360.084,-7239367.006,-41.26660156,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_371.mp4,Present,Absent,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent,Lionfish 1:21
1002,1002,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_372,8/30/2016,11:16:50,18.26181053,-64.94248282,2068215.885,-7229364.118,-33.42357254,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_372.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1003,1003,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_373,8/26/2016,13:02:05,18.21235978,-65.07577109,2062419.919,-7244201.701,-42.73017502,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_373.mp4,Absent,Absent,Absent,Present,Absent,Absent,Present,Present,Absent,Absent,Absent,Nurse Shark at 00:02 and 00:04
1004,1004,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_374,8/29/2016,11:13:44,18.23047019,-64.88709499,2064542.392,-7223198.373,-43.97600555,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_374.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1005,1005,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_375,8/30/2016,9:15:16,18.24344875,-64.98080289,2066063.566,-7233629.889,-40.55485153,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_375.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1006,1006,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_376,9/11/2016,11:55:48,18.26874157,-64.74435432,2069028.382,-7207308.555,-44.61372375,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_376.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1007,1007,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_377,9/12/2016,12:23:20,18.22778891,-64.68913681,2064228.142,-7201161.77,-53.08459854,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_377.mp4,Absent,Absent,Present,Absent,Present,Absent,Present,Present,Absent,Absent,Absent, 
1008,1008,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_378,8/27/2016,14:24:29,18.23444768,-65.04819498,2065008.568,-7241131.942,-39.37237549,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_378.mp4,Absent,Absent,Absent,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1009,1009,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_379,9/13/2016,13:42:58,18.24705725,-64.80296533,2066486.527,-7213833.102,-39.19164658,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_379.mp4,Absent,Present,Absent,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent,Red Hind
1010,1010,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_380,8/31/2016,10:38:18,18.27699099,-64.79689743,2069995.469,-7213157.627,-35.14715195,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_380.mp4,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent, 
1011,1011,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_381,8/27/2016,13:03:47,18.24721463,-65.00080931,2066504.974,-7235856.993,-40.36131287,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_381.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1012,1012,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. John, USVI",GV,HD Seaviewer Drop Camera,GV2016_382,9/1/2016,12:43:57,18.29104981,-64.74035581,2071643.704,-7206863.442,-31.87882042,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_382.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1013,1013,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_383,8/30/2016,9:58:42,18.249722,-64.97615472,2066798.874,-7233112.457,-39.61473465,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_383.mp4,Absent,Absent,Present,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1014,1014,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_384,8/29/2016,12:37:03,18.23421307,-64.92528854,2064981.071,-7227450.06,-42.77930069,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_384.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1015,1015,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_385,8/26/2016,8:49:22,18.20245006,-64.93183616,2061258.63,-7228178.938,-46.89944077,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_385.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1016,1016,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_386,8/20/2016,12:01:36,18.27131713,-65.07800122,2069330.312,-7244449.958,-34.60826111,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_386.mp4,Absent,Absent,Present,Present,Absent,Absent,Present,Present,Absent,Absent,Absent, 
1017,1017,Benthic Habitat Maps for the Insular Shelf South of St. Thomas and St. John,"St. Thomas, USVI",GV,HD Seaviewer Drop Camera,GV2016_387,8/20/2016,13:27:59,18.26737761,-65.12275556,2068868.488,-7249431.988,-29.32685661,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_387.mp4,Present,Absent,Absent,Absent,Present,Present,Present,Present,Absent,Absent,Absent, 
