Index,category,description,nagari,word
1478,agriculture,the land between cultivated fields,खिल,khil
1479,agriculture,ploughman,कीनाश,kinash
1480,agriculture,field,क्षेत्र,kshetra
1481,agriculture,plough,लङ्गल,langal
1482,agriculture,ploughshare,फाल,phal
1483,agriculture,a field in bloom,फरवर,pharvar
1484,agriculture,dung,शकृत,shakrit
1485,agriculture,plough,सील,sil
1486,agriculture,"a large and heavy plough, dragged by a team of six, eight, twelve, or twentyfour oxen",सीर,sir
1487,agriculture,furrow,सीता,sita
1488,agriculture,sickle,सृणी,srini
1489,agriculture,sieve or winnowing fan used to purify corn,तितउ,titau
1490,agriculture,goad for impaling,तोदन,todan
1491,agriculture,goad for driving cattle,तोत्र,tottra
1492,agriculture,handle of a plough or a beaker,त्सरु,tsaru
