_id,CT_ID,Collection,Coilection_ID,Subgenus,Species,Year,Month,Collecting_date,Country,Location,Latitude,Longitude,Elevation_minimum,Elevation_maximum,Collector,Caste
452,CT#452,NHMUK,010814923,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Worker
453,CT#453,NHMUK,010814924,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Male
454,CT#454,NHMUK,010814925,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Worker
455,CT#455,NHMUK,010814926,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Male
456,CT#456,NHMUK,010814927,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Worker
457,CT#457,NHMUK,010814928,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Worker
458,CT#458,NHMUK,010814929,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Worker
459,CT#459,NHMUK,010814930,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Worker
460,CT#460,NHMUK,010814931,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-7.76,112.59,1219.20,1524.00,K. M. Walsh,Worker
461,CT#461,NHMUK,010814932,Melanobombus,Bombus rufipes,1938,Mar,5/3/1938,Indonesia,Tengger Highlands,-8.02,112.95,1828.80,1828.80,K. M. Walsh,Male
462,CT#462,NHMUK,010814933,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-7.76,112.59,1219.20,1524.00,K. M. Walsh,Worker
463,CT#463,NHMUK,010814934,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Worker
464,CT#464,NHMUK,010814935,Melanobombus,Bombus rufipes,1938,May,NA,Indonesia,Tengger Highlands,-8.02,112.95,1100.00,1100.00,K. M. Walsh,Worker
465,CT#465,NHMUK,010814936,Melanobombus,Bombus rufipes,1937,Oct,NA,Indonesia,Gunung Gede,-7.76,112.59,1219.20,1524.00,K. M. Walsh,Worker
466,CT#466,NHMUK,010814846,Pyrobombus,Bombus flavescens,1960,Mar,7/3/1960,Malaysia ,Gunung Brinchang,4.5175,101.3825,2030.00,2030.00,H.T. pegden,Queen
467,CT#467,NHMUK,010814847,Pyrobombus,Bombus flavescens,1964,Feb,16/2/1964,Malaysia ,Gunung Brinchang,4.5175,101.3825,2030.00,2030.00,H.T. pegden,Queen
468,CT#468,NHMUK,010814848,Pyrobombus,Bombus flavescens,1964,Feb,17/2/1964,Malaysia ,Gunung Brinchang,4.5175,101.3825,2030.00,2030.00,H.T. pegden,Male
469,CT#469,NHMUK,010814849,Pyrobombus,Bombus flavescens,1964,Feb,18/2/1964,Malaysia ,Gunung Brinchang,4.5175,101.3825,2030.00,2030.00,H.T. pegden,Male
470,CT#470,NHMUK,010814850,Pyrobombus,Bombus flavescens,1923,Jan,25/1/1923,Malaysia ,Gunung Tahan,4.633,102.235,1676.00,1676.00,H. M. Pendlebury,Queen
471,CT#471,NHMUK,010814851,Pyrobombus,Bombus flavescens,1923,Jan,24/1/1923,Malaysia ,Gunung Tahan,4.633,102.235,1664.00,1664.00,H. M. Pendlebury,Queen
472,CT#472,NHMUK,010814852,Pyrobombus,Bombus flavescens,1923,Dec,25/12/1922,Malaysia ,Gunung Tahan,4.633,102.235,1828.80,2164.08,H. M. Pendlebury,Queen
473,CT#473,NHMUK,010814853,Pyrobombus,Bombus flavescens,1923,Jan,17/1/1923,Malaysia ,Gunung Tahan,4.633,102.235,1664.21,1664.21,H. M. Pendlebury,Queen
474,CT#474,NHMUK,010814854,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,304.80,304.80,NA,Queen
475,CT#475,NHMUK,010814855,Melanobombus,Bombus eximius,1922,Mar,30/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1767.84,1767.84,H. M. Pendlebury ,Queen
476,CT#476,NHMUK,010814856,Orientalibombus,Bombus haemorrhoidalis,1892,Nov,NA,Myanmar,Thaungyin,17.8,97.7,NA,NA,C.T. Bingham,Queen
477,CT#477,NHMUK,010814857,Megabombus,Bombus montivagus,1922,Apr,9/4/1922,Malaysia,Cameron highlands,4.47,101.38,NA,NA,Native collector,Queen
478,CT#478,NHMUK,010814858,Megabombus,Bombus melanopoda,NA,NA,NA,Indonesia,Sumatra,-0.5897,101.3431,NA,NA,NA,Queen
479,CT#479,NHMUK,010814859,Megabombus,Bombus  irisanensis,1928,May,NA,Philippines,Irisan,16.42,120.56,NA,NA,NA,Worker
480,CT#480,NHMUK,010814860,Megabombus,Bombus  senex,NA,NA,NA,Indonesia,Sumatra,-1.6967,101.2642,NA,NA,NA,Worker
481,CT#481,NHMUK,010814861,Megabombus,Bombus  senex,NA,NA,NA,Indonesia,Sumatra,-1.6967,101.2642,NA,NA,NA,Worker
482,CT#482,NHMUK,010814862,Megabombus,Bombus  senex,1914,May,NA,Indonesia,Korinchi peak,-1.6967,101.2642,NA,NA,NA,Worker
483,CT#483,NHMUK,010814863,Megabombus,Bombus montivagus,NA,NA,NA,Myanmar,Moolai ??,NA,NA,NA,NA,NA,Queen
484,CT#484,NHMUK,010814864,Alpigenobombus,Bombus breviceps,1938,Aug,14/8/1938,Myanmar,Nam Tamai ,27.8,97.8,1219.20,1219.20,R. Kaulback,Worker
485,CT#485,NHMUK,010814865,Alpigenobombus,Bombus nobilis,1931,Jun,27/6/1931,Myanmar,Adung Valley ,28.13,97.7,3657.60,3657.60,F. Kingdon Ward,Queen
486,CT#486,NHMUK,010814866,Orientalibombus,Bombus funerarius,1938,Sep,16/9/1938,Myanmar,Nam Tamai ,27.8,97.8,1524.00,1524.00,R. Kaulback,Worker
487,CT#487,NHMUK,010814867,Pyrobombus,Bombus flavescens,1935,Jan,3/1/1935,Myanmar,Mishmi Hills,28.25,96,1630.68,1630.68,M. Steele ,Queen
488,CT#488,NHMUK,010814868,Melanobombus,Bombus richardsiellus,1931,Aug,7/8/1931,Myanmar,Adung Valley ,28.13,97.7,3657.60,3657.60,Lord Cranbrook,Queen
489,CT#489,NHMUK,010814869,Megabombus,Bombus albopleuralis,1938,Dec,9/12/1938,Myanmar,Nam Tamai Valley,27.8,97.8,1066.80,1066.80,R. Kaulback,Worker
490,CT#490,CUNHM,BSRU-AA-1062,Orientalibombus,Bombus haemorrhoidalis,2009,Mar,NA,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N. Warrit ,Worker
491,CT#491,CUNHM,BSRU-AA-1064,Orientalibombus,Bombus haemorrhoidalis,1939,Apr,7/3/1939,Thailand,Doi Pui,18.8311361,98.8871638,NA,NA,NA,Worker
492,CT#492,CUNHM,BSRU-AA-1065,Orientalibombus,Bombus haemorrhoidalis,2012,May,29/5/2012,Thailand,Khun Chang Khian,18.839918,98.89772194,NA,NA,N. Warrit et al.,Queen
493,CT#493,CUNHM,BSRU-AA-1066,Megabombus,Bombus montivagus,2003,Jun,7/6/2003,Thailand,Khun Chang Khian,18.83333333,98.88333333,1350.00,1351.00,N. Warrit ,Worker
494,CT#494,CUNHM,BSRU-AA-1068,Orientalibombus,Bombus haemorrhoidalis,2009,Mar,NA,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N. Warrit ,Worker
495,CT#495,CUNHM,BSRU-AA-1069,Orientalibombus,Bombus haemorrhoidalis,2009,Mar,NA,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N. Warrit ,Queen
496,CT#496,CUNHM,BSRU-AA-1070,Orientalibombus,Bombus haemorrhoidalis,1978,Nov,23/11/1978,Thailand,Saraburi,NA,NA,NA,NA,Prasong,Worker
497,CT#497,CUNHM,BSRU-AA-1071,Orientalibombus,Bombus haemorrhoidalis,2013,Jan,16/1/2013,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N.Warrit et al.,Worker
498,CT#498,CUNHM,BSRU-AA-1072,Orientalibombus,Bombus haemorrhoidalis,2009,Mar,NA,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N.Warrit ,Worker
499,CT#499,CUNHM,BSRU-AA-1074,Orientalibombus,Bombus haemorrhoidalis,1978,Jul,21/7/1978,Thailand,Bhubing Palace,18.8,98.88333333,NA,NA,Ausa,Worker
500,CT#500,CUNHM,BSRU-AA-1075,Orientalibombus,Bombus haemorrhoidalis,2013,Jan,16/1/2013,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N. Warrit et al.,Worker
501,CT#501,CUNHM,BSRU-AA-1077,Megabombus,Bombus montivagus,1912,Jun,23/6/1912,Thailand,Bhubing Palace,18.8,98.88333333,NA,NA,NA,Worker
502,CT#502,CUNHM,BSRU-AA-1078,Orientalibombus,Bombus haemorrhoidalis,2003,Jun,8/6/2003,Thailand,Khun Chang Khian,18.83333333,98.88333333,1350.00,1351.00,N. Warrit ,Worker
503,CT#503,CUNHM,BSRU-AA-1079,Orientalibombus,Bombus haemorrhoidalis,2009,Mar,NA,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N. Warrit ,Worker
504,CT#504,CUNHM,BSRU-AA-1080,Orientalibombus,Bombus haemorrhoidalis,2009,Mar,NA,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N. Warrit ,Worker
505,CT#505,CUNHM,BSRU-AA-1081,Orientalibombus,Bombus haemorrhoidalis,2003,Jun,7/6/2003,Thailand,Khun Chang Khian,18.83333333,98.88333333,1350.00,1351.00,N. Warrit ,Worker
506,CT#506,CUNHM,BSRU-AA-1082,Orientalibombus,Bombus haemorrhoidalis,2009,Mar,NA,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N. Warrit ,Worker
507,CT#507,CUNHM,BSRU-AA-1083,Megabombus,Bombus montivagus,2003,Jun,8/6/2003,Thailand,Khun Chang Khian,18.83333333,98.88333333,1350.00,1351.00,N. Warrit ,Worker
508,CT#508,CUNHM,BSRU-AA-1084,Orientalibombus,Bombus haemorrhoidalis,2009,Mar,NA,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N. Warrit ,Worker
509,CT#509,CUNHM,BSRU-AA-1085,Orientalibombus,Bombus haemorrhoidalis,2009,Mar,NA,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N. Warrit ,Worker
510,CT#510,CUNHM,BSRU-AA-1086,Orientalibombus,Bombus haemorrhoidalis,2009,Mar,NA,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N. Warrit ,Queen
511,CT#511,CUNHM,BSRU-AA-1087,Megabombus,Bombus montivagus,2003,Jun,8/6/2003,Thailand,Khun Chang Khian,18.83333333,98.88333333,1350.00,1350.00,N. Warrit ,Male
512,CT#512,CUNHM,BSRU-AA-1088,Alpigenobombus,Bombus breviceps,2003,Jun,8/6/2003,Thailand,Khun Chang Khian,18.83333333,98.88333333,1350.00,1350.00,N. Warrit ,Worker
513,CT#513,CUNHM,BSRU-AA-1089,Alpigenobombus,Bombus breviceps,2009,Mar,NA,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N. Warrit ,Queen
514,CT#514,CUNHM,BSRU-AA-1090,Alpigenobombus,Bombus breviceps,2009,Mar,NA,Thailand,Doi Ang Kang,19.9,99.03333333,NA,NA,N. Warrit ,Worker
515,CT#515,CUNHM,BSRU-AA-1091,Alpigenobombus,Bombus breviceps,2003,Jun,7/6/2003,Thailand,Khun Chang Khian,18.83333333,98.88333333,1350.00,1351.00,N. Warrit ,Male
516,CT#516,CUNHM,BSRU-AA-1093,Melanobombus,Bombus eximius,1939,Apr,25/4/1939,Thailand,NA,NA,NA,NA,NA,NA,Worker
517,CT#517,CUNHM,BSRU-AA-1094,Megabombus,Bombus montivagus,2003,Jun,8/6/2003,Thailand,Khun Chang Khian,18.83333333,98.88333333,1350.00,1350.00,N. Warrit ,Worker
518,CT#518,CUNHM,BSRU-AA-6524,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,18/7/2015,Thailand,Bhubing Palace,18.80447783,98.897157,1350.00,1350.00,N. Warrit et al.,Worker
519,CT#519,CUNHM,BSRU-AA-6525,Megabombus,Bombus montivagus,2015,Jul,18/7/2015,Thailand,Khun Chang Khian,18.837415,98.89594583,1398.00,1398.00,N. Warrit et al.,Worker
520,CT#520,CUNHM,BSRU-AA-6526,Megabombus,Bombus montivagus,2015,Jul,18/7/2015,Thailand,Bhubing Palace,18.80447783,98.897157,1350.00,1350.00,N. Warrit et al.,Worker
521,CT#521,CUNHM,BSRU-AA-6527,Megabombus,Bombus montivagus,2015,Jul,18/7/2015,Thailand,Bhubing Palace,18.80447783,98.897157,1350.00,1350.00,N. Warrit et al.,Worker
522,CT#522,CUNHM,BSRU-AA-6528,Megabombus,Bombus montivagus,2015,Jul,18/7/2015,Thailand,Bhubing Palace,18.80447783,98.897157,1350.00,1350.00,N. Warrit et al.,Worker
523,CT#523,CUNHM,BSRU-AA-6529,Megabombus,Bombus montivagus,2015,Jul,18/7/2015,Thailand,Bhubing Palace,18.80447783,98.897157,1350.00,1350.00,N. Warrit et al.,Worker
524,CT#524,CUNHM,BSRU-AA-6530,Megabombus,Bombus montivagus,2015,Jul,18/7/2015,Thailand,Bhubing Palace,18.80447783,98.897157,1350.00,1350.00,N. Warrit et al.,Worker
525,CT#525,CUNHM,BSRU-AA-6531,Megabombus,Bombus montivagus,2015,Jul,18/7/2015,Thailand,Bhubing Palace,18.80447783,98.897157,1350.00,1350.00,N. Warrit et al.,Worker
526,CT#526,CUNHM,BSRU-AA-6532,Megabombus,Bombus montivagus,2015,Jul,18/7/2015,Thailand,Bhubing Palace,18.80447783,98.897157,1350.00,1350.00,N. Warrit et al.,Worker
527,CT#527,CUNHM,BSRU-AA-6533,Megabombus,Bombus montivagus,2015,Jul,18/7/2015,Thailand,Bhubing Palace,18.80447783,98.897157,1350.00,1350.00,N. Warrit et al.,Worker
528,CT#528,CUNHM,BSRU-AA-6534,Megabombus,Bombus montivagus,2015,Jul,18/7/2015,Thailand,Bhubing Palace,18.80447783,98.897157,1350.00,1350.00,N. Warrit et al.,Worker
529,CT#529,CUNHM,BSRU-AA-6535,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,18/7/2015,Thailand,Bhubing Palace,18.80447783,98.897157,1350.00,1350.00,N. Warrit et al.,Worker
530,CT#530,CUNHM,BSRU-AA-6536,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,18/7/2015,Thailand,Bhubing Palace,18.80447783,98.897157,1350.00,1350.00,N. Warrit et al.,Worker
531,CT#531,CUNHM,BSRU-AA-6537,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,18/7/2015,Thailand,Bhubing Palace,18.80447783,98.897157,1350.00,1350.00,N. Warrit et al.,Worker
532,CT#532,CUNHM,BSRU-AA-6538,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Doi Tung Palace,20.29094683,99.81138083,988.00,988.00,N. Warrit et al.,Worker
533,CT#533,CUNHM,BSRU-AA-6539,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Doi Tung Palace,20.29094683,99.81138083,988.00,988.00,N. Warrit et al.,Worker
534,CT#534,CUNHM,BSRU-AA-6540,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Doi Tung Palace,20.29094683,99.81138083,988.00,988.00,N. Warrit et al.,Worker
535,CT#535,CUNHM,BSRU-AA-6541,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Doi Tung Palace,20.29094683,99.81138083,988.00,988.00,N. Warrit et al.,Worker
536,CT#536,CUNHM,BSRU-AA-6542,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Doi Tung Palace,20.29094683,99.81138083,988.00,988.00,N. Warrit et al.,Worker
537,CT#537,CUNHM,BSRU-AA-6543,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Chiang Mai University,18.794077,98.959145,391.00,391.00,N. Warrit et al.,Worker
538,CT#538,CUNHM,BSRU-AA-6544,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Doi Inthanon Peak ,18.58918597,98.48737183,2576.00,2576.00,N. Warrit et al.,Worker
539,CT#539,CUNHM,BSRU-AA-6545,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Doi Inthanon Peak ,18.58918597,98.48737183,2576.00,2576.00,N. Warrit et al.,Worker
540,CT#540,CUNHM,BSRU-AA-6546,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Doi Inthanon Peak ,18.58333333,98.48737183,2576.00,2576.00,N. Warrit et al.,Worker
541,CT#541,CUNHM,BSRU-AA-6547,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Doi Inthanon Peak ,18.58333333,98.48737183,2576.00,2576.00,N. Warrit et al.,Worker
542,CT#542,CUNHM,BSRU-AA-6548,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Doi Inthanon Peak ,18.58333333,98.48737183,2576.00,2576.00,N. Warrit et al.,Worker
543,CT#543,CUNHM,BSRU-AA-6549,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Doi Inthanon Peak ,18.58333333,98.48737183,2576.00,2576.00,N. Warrit et al.,Worker
544,CT#544,CUNHM,BSRU-AA-6550,Melanobombus,Bombus eximius,2015,Jul,22/7/2015,Thailand,Doi Inthanon Peak ,18.58918597,98.48737183,2576.00,2576.00,N. Warrit et al.,Worker
545,CT#545,CUNHM,BSRU-AA-6551,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
546,CT#546,CUNHM,BSRU-AA-6552,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
547,CT#547,CUNHM,BSRU-AA-6553,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
548,CT#548,CUNHM,BSRU-AA-6554,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
549,CT#549,CUNHM,BSRU-AA-6555,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
550,CT#550,CUNHM,BSRU-AA-6556,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
551,CT#551,CUNHM,BSRU-AA-6557,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
552,CT#552,CUNHM,BSRU-AA-6558,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.53333333,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
553,CT#553,CUNHM,BSRU-AA-6559,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.53333333,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
554,CT#554,CUNHM,BSRU-AA-6560,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.53333333,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
555,CT#555,CUNHM,BSRU-AA-6561,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.53333333,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
556,CT#556,CUNHM,BSRU-AA-6562,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.53333333,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
557,CT#557,CUNHM,BSRU-AA-6563,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.53333333,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
558,CT#558,CUNHM,BSRU-AA-6564,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.53333333,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
559,CT#559,CUNHM,BSRU-AA-6565,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.53333333,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
560,CT#560,CUNHM,BSRU-AA-6566,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.53918597,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
561,CT#561,CUNHM,BSRU-AA-6567,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
562,CT#562,CUNHM,BSRU-AA-6568,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
563,CT#563,CUNHM,BSRU-AA-6569,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
564,CT#564,CUNHM,BSRU-AA-6570,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
565,CT#565,CUNHM,BSRU-AA-6571,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
566,CT#566,CUNHM,BSRU-AA-6572,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
567,CT#567,CUNHM,BSRU-AA-6573,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
568,CT#568,CUNHM,BSRU-AA-6574,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
569,CT#569,CUNHM,BSRU-AA-6575,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
570,CT#570,CUNHM,BSRU-AA-6576,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.53918597,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
571,CT#571,CUNHM,BSRU-AA-6577,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.53918597,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
572,CT#572,CUNHM,BSRU-AA-6578,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.53918597,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
573,CT#573,CUNHM,BSRU-AA-6579,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
574,CT#574,CUNHM,BSRU-AA-6580,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
575,CT#575,CUNHM,BSRU-AA-6581,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
576,CT#576,CUNHM,BSRU-AA-6582,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
577,CT#577,CUNHM,BSRU-AA-6583,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
578,CT#578,CUNHM,BSRU-AA-6584,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
579,CT#579,CUNHM,BSRU-AA-6585,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
580,CT#580,CUNHM,BSRU-AA-6586,Alpigenobombus,Bombus breviceps,2015,Jul,22/7/2015,Thailand,Royal Project Doi Inthanon,18.54471083,98.51793283,1269.00,1269.00,N. Warrit et al.,Worker
581,CT#581,CUNHM,BSRU-AA-6587,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Mae Klang Luang,18.54207983,98.55001683,1214.00,1214.00,N. Warrit et al.,Worker
582,CT#582,CUNHM,BSRU-AA-6588,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Mae Klang Luang,18.54207983,98.55001683,1214.00,1214.00,N. Warrit et al.,Worker
583,CT#583,CUNHM,BSRU-AA-6589,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Mae Klang Luang,18.54207983,98.55001683,1214.00,1214.00,N. Warrit et al.,Worker
584,CT#584,CUNHM,BSRU-AA-6590,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Mae Klang Luang,18.54207983,98.55001683,1214.00,1214.00,N. Warrit et al.,Worker
585,CT#585,CUNHM,BSRU-AA-6591,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Mae Klang Luang,18.54207983,98.55001683,1214.00,1214.00,N. Warrit et al.,Worker
586,CT#586,CUNHM,BSRU-AA-6592,Orientalibombus,Bombus haemorrhoidalis,2015,Jul,22/7/2015,Thailand,Mae Klang Luang,18.54207983,98.55001683,1214.00,1214.00,N. Warrit et al.,Worker
587,CT#587,CUNHM,BSRU-AA-6593,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Mae Klang Luang,18.54207983,98.55001683,1214.00,1214.00,N. Warrit et al.,Worker
588,CT#588,CUNHM,BSRU-AA-6594,Megabombus,Bombus montivagus,2015,Jul,22/7/2015,Thailand,Mae Klang Luang,18.54207983,98.55001683,1214.00,1214.00,N. Warrit et al.,Worker
